t,q1,q2,q3,q4,q5,q6,q7
1.410000,0.29125175,1.15547428,0.15823720,-0.77767637,-0.12259830,0.38328815,0.22618160
1.415000,0.29319097,1.16015640,0.15932226,-0.78013825,-0.12317341,0.38413160,0.22748315
1.420000,0.29513694,1.16483189,0.16041057,-0.78258328,-0.12374896,0.38496425,0.22878816
1.425000,0.29708961,1.16950058,0.16150212,-0.78501151,-0.12432495,0.38578615,0.23009658
1.430000,0.29904892,1.17416233,0.16259687,-0.78742299,-0.12490136,0.38659735,0.23140841
1.435000,0.30101481,1.17881698,0.16369481,-0.78981777,-0.12547819,0.38739789,0.23272362
1.440000,0.30298721,1.18346438,0.16479591,-0.79219590,-0.12605544,0.38818781,0.23404219
1.445000,0.30496607,1.18810437,0.16590015,-0.79455741,-0.12663310,0.38896716,0.23536410
1.450000,0.30695132,1.19273679,0.16700752,-0.79690236,-0.12721117,0.38973599,0.23668931
1.455000,0.30894291,1.19736148,0.16811798,-0.79923077,-0.12778963,0.39049433,0.23801782
1.460000,0.31094076,1.20197829,0.16923151,-0.80154270,-0.12836849,0.39124224,0.23934960
1.465000,0.31294481,1.20658705,0.17034809,-0.80383817,-0.12894775,0.39197975,0.24068461
1.470000,0.31495500,1.21118761,0.17146769,-0.80611723,-0.12952738,0.39270691,0.24202285
1.475000,0.31697127,1.21577980,0.17259029,-0.80837992,-0.13010740,0.39342376,0.24336428
1.480000,0.31899353,1.22036347,0.17371587,-0.81062626,-0.13068779,0.39413035,0.24470888
1.485000,0.32102173,1.22493845,0.17484438,-0.81285629,-0.13126856,0.39482671,0.24605662
1.490000,0.32305579,1.22950457,0.17597582,-0.81507005,-0.13184969,0.39551290,0.24740748
1.495000,0.32509565,1.23406169,0.17711015,-0.81726757,-0.13243117,0.39618896,0.24876143
1.500000,0.32714123,1.23860962,0.17824735,-0.81944888,-0.13301302,0.39685492,0.25011844
1.505000,0.32919247,1.24314822,0.17938738,-0.82161400,-0.13359521,0.39751084,0.25147849
1.510000,0.33124928,1.24767731,0.18053021,-0.82376298,-0.13417775,0.39815675,0.25284155
1.515000,0.33331160,1.25219674,0.18167582,-0.82589585,-0.13476064,0.39879270,0.25420760
1.520000,0.33537934,1.25670633,0.18282418,-0.82801262,-0.13534385,0.39941874,0.25557659
1.525000,0.33745244,1.26120593,0.18397526,-0.83011333,-0.13592740,0.40003491,0.25694850
1.530000,0.33953082,1.26569537,0.18512902,-0.83219801,-0.13651127,0.40064125,0.25832331
1.535000,0.34161440,1.27017448,0.18628544,-0.83426669,-0.13709546,0.40123781,0.25970098
1.540000,0.34370310,1.27464311,0.18744448,-0.83631939,-0.13767996,0.40182464,0.26108148
1.545000,0.34579684,1.27910108,0.18860610,-0.83835614,-0.13826478,0.40240177,0.26246479
1.550000,0.34789554,1.28354824,0.18977028,-0.84037698,-0.13884990,0.40296926,0.26385086
1.555000,0.34999912,1.28798442,0.19093699,-0.84238192,-0.13943531,0.40352715,0.26523966
1.560000,0.35210750,1.29240945,0.19210617,-0.84437099,-0.14002102,0.40407548,0.26663117
1.565000,0.35422059,1.29682318,0.19327781,-0.84634422,-0.14060702,0.40461431,0.26802534
1.570000,0.35633831,1.30122544,0.19445187,-0.84830164,-0.14119330,0.40514368,0.26942215
1.575000,0.35846058,1.30561607,0.19562830,-0.85024328,-0.14177985,0.40566363,0.27082156
1.580000,0.36058730,1.30999490,0.19680708,-0.85216916,-0.14236667,0.40617422,0.27222353
1.585000,0.36271840,1.31436178,0.19798816,-0.85407930,-0.14295376,0.40667550,0.27362802
1.590000,0.36485377,1.31871654,0.19917150,-0.85597374,-0.14354110,0.40716750,0.27503501
1.595000,0.36699334,1.32305902,0.20035707,-0.85785251,-0.14412869,0.40765029,0.27644445
1.600000,0.36913702,1.32738906,0.20154483,-0.85971562,-0.14471653,0.40812391,0.27785630
1.605000,0.37128471,1.33170651,0.20273474,-0.86156312,-0.14530460,0.40858841,0.27927052
1.610000,0.37343632,1.33601119,0.20392675,-0.86339502,-0.14589291,0.40904383,0.28068708
1.615000,0.37559175,1.34030297,0.20512083,-0.86521135,-0.14648144,0.40949024,0.28210594
1.620000,0.37775093,1.34458167,0.20631693,-0.86701216,-0.14707018,0.40992769,0.28352704
1.625000,0.37991374,1.34884714,0.20751501,-0.86879745,-0.14765914,0.41035621,0.28495036
1.630000,0.38208010,1.35309922,0.20871502,-0.87056727,-0.14824829,0.41077588,0.28637585
1.635000,0.38424990,1.35733776,0.20991693,-0.87232164,-0.14883764,0.41118673,0.28780346
1.640000,0.38642306,1.36156261,0.21112069,-0.87406060,-0.14942718,0.41158882,0.28923315
1.645000,0.38859946,1.36577361,0.21232625,-0.87578417,-0.15001690,0.41198222,0.29066488
1.650000,0.39077902,1.36997061,0.21353356,-0.87749239,-0.15060678,0.41236696,0.29209860
1.655000,0.39296163,1.37415345,0.21474259,-0.87918529,-0.15119683,0.41274311,0.29353427
1.660000,0.39514720,1.37832199,0.21595328,-0.88086291,-0.15178703,0.41311072,0.29497183
1.665000,0.39733561,1.38247608,0.21716558,-0.88252526,-0.15237738,0.41346985,0.29641124
1.670000,0.39952677,1.38661557,0.21837945,-0.88417240,-0.15296786,0.41382055,0.29785245
1.675000,0.40172056,1.39074030,0.21959484,-0.88580435,-0.15355846,0.41416288,0.29929542
1.680000,0.40391690,1.39485014,0.22081169,-0.88742116,-0.15414918,0.41449690,0.30074008
1.685000,0.40611567,1.39894495,0.22202997,-0.88902284,-0.15474001,0.41482266,0.30218640
1.690000,0.40831676,1.40302456,0.22324961,-0.89060946,-0.15533094,0.41514023,0.30363431
1.695000,0.41052007,1.40708885,0.22447056,-0.89218103,-0.15592195,0.41544966,0.30508377
1.700000,0.41272549,1.41113768,0.22569278,-0.89373760,-0.15651304,0.41575102,0.30653472
1.705000,0.41493291,1.41517089,0.22691620,-0.89527921,-0.15710419,0.41604435,0.30798711
1.710000,0.41714221,1.41918836,0.22814079,-0.89680590,-0.15769540,0.41632974,0.30944088
1.715000,0.41935330,1.42318994,0.22936647,-0.89831771,-0.15828665,0.41660722,0.31089598
1.720000,0.42156605,1.42717550,0.23059320,-0.89981467,-0.15887793,0.41687688,0.31235235
1.725000,0.42378035,1.43114491,0.23182092,-0.90129684,-0.15946924,0.41713876,0.31380993
1.730000,0.42599609,1.43509803,0.23304958,-0.90276426,-0.16006054,0.41739294,0.31526867
1.735000,0.42821316,1.43903472,0.23427911,-0.90421697,-0.16065185,0.41763947,0.31672850
1.740000,0.43043144,1.44295487,0.23550947,-0.90565501,-0.16124313,0.41787842,0.31818937
1.745000,0.43265081,1.44685834,0.23674059,-0.90707843,-0.16183439,0.41810985,0.31965121
1.750000,0.43487116,1.45074500,0.23797241,-0.90848728,-0.16242560,0.41833383,0.32111396
1.755000,0.43709236,1.45461473,0.23920488,-0.90988161,-0.16301676,0.41855042,0.32257757
1.760000,0.43931431,1.45846740,0.24043794,-0.91126145,-0.16360784,0.41875969,0.32404196
1.765000,0.44153688,1.46230289,0.24167152,-0.91262688,-0.16419884,0.41896171,0.32550707
1.770000,0.44375995,1.46612108,0.24290557,-0.91397792,-0.16478973,0.41915653,0.32697285
1.775000,0.44598339,1.46992185,0.24414002,-0.91531464,-0.16538052,0.41934424,0.32843921
1.780000,0.44820710,1.47370508,0.24537482,-0.91663709,-0.16597117,0.41952489,0.32990610
1.785000,0.45043094,1.47747066,0.24660989,-0.91794531,-0.16656168,0.41969856,0.33137345
1.790000,0.45265480,1.48121847,0.24784517,-0.91923937,-0.16715202,0.41986530,0.33284119
1.795000,0.45487854,1.48494840,0.24908061,-0.92051932,-0.16774219,0.42002520,0.33430925
1.800000,0.45710205,1.48866033,0.25031614,-0.92178521,-0.16833216,0.42017832,0.33577756
1.805000,0.45932519,1.49235417,0.25155169,-0.92303710,-0.16892193,0.42032473,0.33724605
1.810000,0.46154785,1.49602979,0.25278720,-0.92427505,-0.16951146,0.42046450,0.33871465
1.815000,0.46376989,1.49968711,0.25402260,-0.92549912,-0.17010075,0.42059770,0.34018328
1.820000,0.46599120,1.50332600,0.25525782,-0.92670937,-0.17068978,0.42072440,0.34165188
1.825000,0.46821163,1.50694637,0.25649280,-0.92790585,-0.17127853,0.42084468,0.34312037
1.830000,0.47043106,1.51054813,0.25772748,-0.92908863,-0.17186697,0.42095859,0.34458867
1.835000,0.47264937,1.51413116,0.25896178,-0.93025777,-0.17245510,0.42106623,0.34605672
1.840000,0.47486642,1.51769538,0.26019563,-0.93141334,-0.17304289,0.42116765,0.34752442
1.845000,0.47708209,1.52124069,0.26142896,-0.93255539,-0.17363032,0.42126293,0.34899172
1.850000,0.47929623,1.52476699,0.26266172,-0.93368399,-0.17421737,0.42135214,0.35045852
1.855000,0.48150872,1.52827420,0.26389382,-0.93479922,-0.17480402,0.42143536,0.35192476
1.860000,0.48371943,1.53176222,0.26512519,-0.93590113,-0.17539026,0.42151266,0.35339034
1.865000,0.48592823,1.53523098,0.26635577,-0.93698979,-0.17597605,0.42158411,0.35485520
1.870000,0.48813498,1.53868037,0.26758549,-0.93806527,-0.17656139,0.42164978,0.35631925
1.875000,0.49033954,1.54211033,0.26881427,-0.93912765,-0.17714624,0.42170976,0.35778241
1.880000,0.49254179,1.54552077,0.27004203,-0.94017698,-0.17773058,0.42176411,0.35924459
1.885000,0.49474159,1.54891161,0.27126872,-0.94121335,-0.17831440,0.42181292,0.36070572
1.890000,0.49693880,1.55228276,0.27249425,-0.94223682,-0.17889767,0.42185624,0.36216572
1.895000,0.49913328,1.55563417,0.27371856,-0.94324746,-0.17948036,0.42189417,0.36362449
1.900000,0.50132491,1.55896574,0.27494156,-0.94424536,-0.18006246,0.42192676,0.36508196
1.905000,0.50351355,1.56227742,0.27616318,-0.94523058,-0.18064393,0.42195411,0.36653803
1.910000,0.50569906,1.56556913,0.27738336,-0.94620320,-0.18122476,0.42197628,0.36799263
1.915000,0.50788129,1.56884080,0.27860201,-0.94716329,-0.18180492,0.42199335,0.36944567
1.920000,0.51006013,1.57209237,0.27981906,-0.94811094,-0.18238438,0.42200540,0.37089705
1.925000,0.51223542,1.57532377,0.28103443,-0.94904621,-0.18296312,0.42201249,0.37234670
1.930000,0.51440702,1.57853494,0.28224806,-0.94996920,-0.18354111,0.42201472,0.37379452
1.935000,0.51657481,1.58172582,0.28345985,-0.95087997,-0.18411833,0.42201214,0.37524042
1.940000,0.51873864,1.58489636,0.28466975,-0.95177860,-0.18469475,0.42200485,0.37668432
1.945000,0.52089838,1.58804650,0.28587766,-0.95266518,-0.18527034,0.42199291,0.37812613
1.950000,0.52305387,1.59117618,0.28708352,-0.95353979,-0.18584508,0.42197640,0.37956575
1.955000,0.52520500,1.59428535,0.28828724,-0.95440251,-0.18641894,0.42195539,0.38100310
1.960000,0.52735161,1.59737396,0.28948876,-0.95525341,-0.18699188,0.42192997,0.38243808
1.965000,0.52949356,1.60044197,0.29068798,-0.95609260,-0.18756389,0.42190021,0.38387061
1.970000,0.53163073,1.60348932,0.29188484,-0.95692014,-0.18813494,0.42186618,0.38530058
1.975000,0.53376296,1.60651598,0.29307925,-0.95773612,-0.18870499,0.42182796,0.38672792
1.980000,0.53589011,1.60952190,0.29427115,-0.95854063,-0.18927401,0.42178563,0.38815252
1.985000,0.53801206,1.61250704,0.29546044,-0.95933375,-0.18984198,0.42173926,0.38957429
1.990000,0.54012865,1.61547137,0.29664705,-0.96011557,-0.19040887,0.42168893,0.39099314
1.995000,0.54223975,1.61841485,0.29783091,-0.96088618,-0.19097464,0.42163471,0.39240898
2.000000,0.54434523,1.62133744,0.29901192,-0.96164565,-0.19153927,0.42157668,0.39382171
2.005000,0.54644493,1.62423911,0.30019003,-0.96239409,-0.19210273,0.42151492,0.39523123
2.010000,0.54853872,1.62711983,0.30136514,-0.96313158,-0.19266497,0.42144949,0.39663746
2.015000,0.55062645,1.62997957,0.30253718,-0.96385820,-0.19322598,0.42138049,0.39804029
2.020000,0.55270800,1.63281831,0.30370606,-0.96457405,-0.19378572,0.42130797,0.39943964
2.025000,0.55478323,1.63563603,0.30487172,-0.96527921,-0.19434416,0.42123202,0.40083540
2.030000,0.55685198,1.63843269,0.30603406,-0.96597378,-0.19490126,0.42115271,0.40222748
2.035000,0.55891413,1.64120829,0.30719302,-0.96665785,-0.19545700,0.42107011,0.40361579
2.040000,0.56096953,1.64396279,0.30834850,-0.96733150,-0.19601133,0.42098430,0.40500023
2.045000,0.56301806,1.64669619,0.30950044,-0.96799483,-0.19656424,0.42089536,0.40638070
2.050000,0.56505956,1.64940847,0.31064876,-0.96864793,-0.19711568,0.42080335,0.40775711
2.055000,0.56709390,1.65209962,0.31179336,-0.96929089,-0.19766562,0.42070835,0.40912936
2.060000,0.56912094,1.65476962,0.31293419,-0.96992381,-0.19821403,0.42061044,0.41049736
2.065000,0.57114056,1.65741847,0.31407115,-0.97054677,-0.19876087,0.42050969,0.41186101
2.070000,0.57315260,1.66004615,0.31520416,-0.97115987,-0.19930611,0.42040616,0.41322020
2.075000,0.57515694,1.66265268,0.31633316,-0.97176320,-0.19984971,0.42029994,0.41457486
2.080000,0.57715344,1.66523803,0.31745806,-0.97235686,-0.20039165,0.42019109,0.41592488
2.085000,0.57914197,1.66780221,0.31857878,-0.97294094,-0.20093188,0.42007969,0.41727016
2.090000,0.58112238,1.67034522,0.31969524,-0.97351553,-0.20147037,0.41996581,0.41861061
2.095000,0.58309455,1.67286706,0.32080737,-0.97408073,-0.20200708,0.41984952,0.41994614
2.100000,0.58505835,1.67536774,0.32191508,-0.97463663,-0.20254198,0.41973089,0.42127664
2.105000,0.58701363,1.67784726,0.32301831,-0.97518333,-0.20307504,0.41960999,0.42260203
2.110000,0.58896027,1.68030562,0.32411697,-0.97572092,-0.20360622,0.41948689,0.42392220
2.115000,0.59089814,1.68274284,0.32521099,-0.97624949,-0.20413548,0.41936167,0.42523706
2.120000,0.59282710,1.68515893,0.32630028,-0.97676914,-0.20466278,0.41923438,0.42654653
2.125000,0.59474703,1.68755389,0.32738478,-0.97727997,-0.20518810,0.41910511,0.42785049
2.130000,0.59665780,1.68992775,0.32846440,-0.97778207,-0.20571139,0.41897391,0.42914887
2.135000,0.59855927,1.69228053,0.32953907,-0.97827553,-0.20623263,0.41884086,0.43044156
2.140000,0.60045132,1.69461222,0.33060872,-0.97876045,-0.20675176,0.41870602,0.43172848
2.145000,0.60233383,1.69692287,0.33167326,-0.97923692,-0.20726876,0.41856947,0.43300952
2.150000,0.60420666,1.69921248,0.33273263,-0.97970505,-0.20778359,0.41843126,0.43428460
2.155000,0.60606970,1.70148108,0.33378675,-0.98016492,-0.20829622,0.41829147,0.43555363
2.160000,0.60792282,1.70372870,0.33483555,-0.98061662,-0.20880660,0.41815016,0.43681650
2.165000,0.60976589,1.70595536,0.33587895,-0.98106027,-0.20931470,0.41800740,0.43807314
2.170000,0.61159879,1.70816108,0.33691687,-0.98149594,-0.20982049,0.41786325,0.43932345
2.175000,0.61342141,1.71034591,0.33794926,-0.98192373,-0.21032393,0.41771777,0.44056735
2.180000,0.61523362,1.71250986,0.33897603,-0.98234375,-0.21082498,0.41757103,0.44180473
2.185000,0.61703530,1.71465296,0.33999711,-0.98275607,-0.21132360,0.41742310,0.44303551
2.190000,0.61882634,1.71677527,0.34101243,-0.98316080,-0.21181977,0.41727403,0.44425961
2.195000,0.62060661,1.71887680,0.34202192,-0.98355804,-0.21231343,0.41712389,0.44547694
2.200000,0.62237601,1.72095759,0.34302552,-0.98394786,-0.21280457,0.41697274,0.44668740
2.205000,0.62413442,1.72301769,0.34402314,-0.98433038,-0.21329313,0.41682064,0.44789092
2.210000,0.62588173,1.72505713,0.34501473,-0.98470567,-0.21377909,0.41666765,0.44908741
2.215000,0.62761782,1.72707595,0.34600021,-0.98507384,-0.21426241,0.41651383,0.45027678
2.220000,0.62934258,1.72907420,0.34697952,-0.98543498,-0.21474305,0.41635925,0.45145895
2.225000,0.63105591,1.73105192,0.34795260,-0.98578918,-0.21522098,0.41620395,0.45263383
2.230000,0.63275770,1.73300915,0.34891936,-0.98613653,-0.21569616,0.41604801,0.45380135
2.235000,0.63444784,1.73494595,0.34987975,-0.98647712,-0.21616856,0.41589147,0.45496142
2.240000,0.63612622,1.73686236,0.35083371,-0.98681105,-0.21663814,0.41573439,0.45611396
2.245000,0.63779274,1.73875842,0.35178117,-0.98713840,-0.21710487,0.41557684,0.45725889
2.250000,0.63944731,1.74063420,0.35272206,-0.98745928,-0.21756871,0.41541885,0.45839613
2.255000,0.64108982,1.74248974,0.35365633,-0.98777376,-0.21802963,0.41526051,0.45952561
2.260000,0.64272016,1.74432509,0.35458391,-0.98808194,-0.21848759,0.41510184,0.46064725
2.265000,0.64433826,1.74614032,0.35550475,-0.98838391,-0.21894256,0.41494292,0.46176097
2.270000,0.64594399,1.74793547,0.35641877,-0.98867976,-0.21939451,0.41478379,0.46286670
2.275000,0.64753729,1.74971060,0.35732593,-0.98896957,-0.21984341,0.41462450,0.46396436
2.280000,0.64911804,1.75146578,0.35822616,-0.98925343,-0.22028921,0.41446511,0.46505389
2.285000,0.65068616,1.75320106,0.35911941,-0.98953144,-0.22073189,0.41430567,0.46613520
2.290000,0.65224156,1.75491650,0.36000562,-0.98980368,-0.22117141,0.41414623,0.46720824
2.295000,0.65378416,1.75661216,0.36088474,-0.99007024,-0.22160774,0.41398684,0.46827292
2.300000,0.65531386,1.75828811,0.36175670,-0.99033119,-0.22204086,0.41382755,0.46932919
2.305000,0.65683059,1.75994441,0.36262146,-0.99058664,-0.22247073,0.41366841,0.47037697
2.310000,0.65833426,1.76158113,0.36347897,-0.99083666,-0.22289731,0.41350946,0.47141620
2.315000,0.65982479,1.76319833,0.36432917,-0.99108134,-0.22332058,0.41335076,0.47244682
2.320000,0.66130210,1.76479608,0.36517201,-0.99132076,-0.22374051,0.41319234,0.47346876
2.325000,0.66276612,1.76637446,0.36600745,-0.99155501,-0.22415706,0.41303426,0.47448196
2.330000,0.66421676,1.76793352,0.36683543,-0.99178416,-0.22457022,0.41287656,0.47548636
2.335000,0.66565397,1.76947334,0.36765591,-0.99200831,-0.22497994,0.41271928,0.47648190
2.340000,0.66707767,1.77099400,0.36846883,-0.99222753,-0.22538620,0.41256247,0.47746853
2.345000,0.66848778,1.77249556,0.36927416,-0.99244190,-0.22578898,0.41240618,0.47844619
2.350000,0.66988424,1.77397810,0.37007186,-0.99265151,-0.22618824,0.41225043,0.47941481
2.355000,0.67126700,1.77544170,0.37086187,-0.99285643,-0.22658396,0.41209528,0.48037436
2.360000,0.67263597,1.77688643,0.37164416,-0.99305675,-0.22697611,0.41194077,0.48132477
2.365000,0.67399111,1.77831236,0.37241868,-0.99325253,-0.22736466,0.41178693,0.48226600
2.370000,0.67533236,1.77971958,0.37318540,-0.99344387,-0.22774960,0.41163381,0.48319799
2.375000,0.67665965,1.78110816,0.37394428,-0.99363083,-0.22813089,0.41148144,0.48412071
2.380000,0.67797294,1.78247819,0.37469528,-0.99381349,-0.22850851,0.41132986,0.48503410
2.385000,0.67927217,1.78382974,0.37543837,-0.99399193,-0.22888244,0.41117912,0.48593811
2.390000,0.68055730,1.78516291,0.37617351,-0.99416622,-0.22925265,0.41102923,0.48683272
2.395000,0.68182826,1.78647776,0.37690066,-0.99433644,-0.22961913,0.41088025,0.48771786
2.400000,0.68308503,1.78777438,0.37761980,-0.99450266,-0.22998184,0.41073220,0.48859352
2.405000,0.68432755,1.78905286,0.37833090,-0.99466495,-0.23034078,0.41058512,0.48945963
2.410000,0.68555579,1.79031328,0.37903392,-0.99482338,-0.23069591,0.41043904,0.49031618
2.415000,0.68676971,1.79155573,0.37972885,-0.99497803,-0.23104721,0.41029400,0.49116313
2.420000,0.68796926,1.79278030,0.38041564,-0.99512896,-0.23139468,0.41015002,0.49200043
2.425000,0.68915442,1.79398708,0.38109428,-0.99527625,-0.23173829,0.41000714,0.49282807
2.430000,0.69032515,1.79517614,0.38176474,-0.99541996,-0.23207801,0.40986539,0.49364600
2.435000,0.69148143,1.79634759,0.38242700,-0.99556016,-0.23241385,0.40972480,0.49445421
2.440000,0.69262323,1.79750151,0.38308104,-0.99569692,-0.23274577,0.40958539,0.49525267
2.445000,0.69375052,1.79863799,0.38372684,-0.99583030,-0.23307376,0.40944719,0.49604134
2.450000,0.69486328,1.79975713,0.38436439,-0.99596038,-0.23339781,0.40931024,0.49682022
2.455000,0.69596149,1.80085902,0.38499365,-0.99608720,-0.23371790,0.40917455,0.49758927
2.460000,0.69704514,1.80194376,0.38561463,-0.99621084,-0.23403402,0.40904016,0.49834848
2.465000,0.69811420,1.80301143,0.38622730,-0.99633137,-0.23434616,0.40890709,0.49909783
2.470000,0.69916867,1.80406213,0.38683165,-0.99644883,-0.23465430,0.40877535,0.49983730
2.475000,0.70020855,1.80509596,0.38742767,-0.99656330,-0.23495844,0.40864498,0.50056689
2.480000,0.70123381,1.80611302,0.38801536,-0.99667484,-0.23525855,0.40851600,0.50128657
2.485000,0.70224445,1.80711340,0.38859470,-0.99678349,-0.23555464,0.40838843,0.50199634
2.490000,0.70324048,1.80809720,0.38916569,-0.99688933,-0.23584670,0.40826229,0.50269620
2.495000,0.70422190,1.80906453,0.38972833,-0.99699241,-0.23613471,0.40813760,0.50338612
2.500000,0.70518870,1.81001547,0.39028260,-0.99709279,-0.23641867,0.40801438,0.50406612
2.505000,0.70614089,1.81095014,0.39082851,-0.99719052,-0.23669857,0.40789264,0.50473618
2.510000,0.70707848,1.81186864,0.39136606,-0.99728566,-0.23697440,0.40777242,0.50539631
2.515000,0.70800149,1.81277106,0.39189525,-0.99737826,-0.23724617,0.40765371,0.50604651
2.520000,0.70890992,1.81365751,0.39241609,-0.99746838,-0.23751387,0.40753655,0.50668677
2.525000,0.70980379,1.81452809,0.39292857,-0.99755607,-0.23777749,0.40742094,0.50731711
2.530000,0.71068312,1.81538291,0.39343270,-0.99764138,-0.23803704,0.40730691,0.50793753
2.535000,0.71154793,1.81622208,0.39392850,-0.99772436,-0.23829251,0.40719445,0.50854805
2.540000,0.71239825,1.81704570,0.39441596,-0.99780507,-0.23854390,0.40708360,0.50914866
2.545000,0.71323410,1.81785388,0.39489511,-0.99788355,-0.23879121,0.40697435,0.50973940
2.550000,0.71405551,1.81864672,0.39536596,-0.99795985,-0.23903444,0.40686673,0.51032026
2.555000,0.71486251,1.81942434,0.39582851,-0.99803402,-0.23927360,0.40676073,0.51089126
2.560000,0.71565514,1.82018685,0.39628279,-0.99810610,-0.23950869,0.40665639,0.51145244
2.565000,0.71643344,1.82093435,0.39672881,-0.99817615,-0.23973972,0.40655369,0.51200380
2.570000,0.71719744,1.82166696,0.39716659,-0.99824420,-0.23996668,0.40645265,0.51254536
2.575000,0.71794719,1.82238479,0.39759616,-0.99831031,-0.24018958,0.40635329,0.51307717
2.580000,0.71868274,1.82308795,0.39801753,-0.99837451,-0.24040844,0.40625560,0.51359923
2.585000,0.71940413,1.82377656,0.39843073,-0.99843685,-0.24062326,0.40615959,0.51411158
2.590000,0.72011141,1.82445073,0.39883579,-0.99849737,-0.24083405,0.40606527,0.51461425
2.595000,0.72080464,1.82511058,0.39923273,-0.99855612,-0.24104081,0.40597265,0.51510728
2.600000,0.72148388,1.82575623,0.39962159,-0.99861312,-0.24124356,0.40588172,0.51559070
2.605000,0.72214919,1.82638778,0.40000239,-0.99866843,-0.24144232,0.40579249,0.51606454
2.610000,0.72280062,1.82700537,0.40037517,-0.99872208,-0.24163708,0.40570497,0.51652884
2.615000,0.72343825,1.82760911,0.40073996,-0.99877410,-0.24182788,0.40561916,0.51698365
2.620000,0.72406213,1.82819911,0.40109680,-0.99882455,-0.24201471,0.40553505,0.51742901
2.625000,0.72467235,1.82877551,0.40144572,-0.99887345,-0.24219760,0.40545265,0.51786497
2.630000,0.72526897,1.82933842,0.40178677,-0.99892083,-0.24237657,0.40537196,0.51829156
2.635000,0.72585208,1.82988797,0.40211999,-0.99896674,-0.24255162,0.40529297,0.51870885
2.640000,0.72642174,1.83042428,0.40244542,-0.99901121,-0.24272279,0.40521569,0.51911688
2.645000,0.72697805,1.83094748,0.40276310,-0.99905428,-0.24289008,0.40514012,0.51951571
2.650000,0.72752109,1.83145769,0.40307309,-0.99909596,-0.24305353,0.40506624,0.51990538
2.655000,0.72805094,1.83195504,0.40337543,-0.99913631,-0.24321314,0.40499407,0.52028597
2.660000,0.72856770,1.83243966,0.40367017,-0.99917535,-0.24336895,0.40492358,0.52065752
2.665000,0.72907146,1.83291168,0.40395736,-0.99921310,-0.24352097,0.40485478,0.52102011
2.670000,0.72956231,1.83337123,0.40423705,-0.99924961,-0.24366923,0.40478767,0.52137379
2.675000,0.73004036,1.83381844,0.40450931,-0.99928490,-0.24381376,0.40472223,0.52171863
2.680000,0.73050571,1.83425344,0.40477419,-0.99931900,-0.24395458,0.40465846,0.52205469
2.685000,0.73095846,1.83467637,0.40503174,-0.99935194,-0.24409172,0.40459635,0.52238206
2.690000,0.73139871,1.83508736,0.40528203,-0.99938374,-0.24422520,0.40453589,0.52270079
2.695000,0.73182659,1.83548655,0.40552512,-0.99941444,-0.24435506,0.40447708,0.52301097
2.700000,0.73224220,1.83587408,0.40576108,-0.99944406,-0.24448133,0.40441990,0.52331267
2.705000,0.73264566,1.83625008,0.40598997,-0.99947262,-0.24460404,0.40436434,0.52360597
2.710000,0.73303708,1.83661470,0.40621185,-0.99950016,-0.24472321,0.40431039,0.52389095
2.715000,0.73341659,1.83696808,0.40642680,-0.99952669,-0.24483889,0.40425805,0.52416769
2.720000,0.73378432,1.83731035,0.40663488,-0.99955224,-0.24495111,0.40420729,0.52443628
2.725000,0.73414039,1.83764167,0.40683618,-0.99957684,-0.24505989,0.40415811,0.52469680
2.730000,0.73448494,1.83796218,0.40703076,-0.99960050,-0.24516529,0.40411050,0.52494934
2.735000,0.73481808,1.83827202,0.40721871,-0.99962326,-0.24526733,0.40406443,0.52519399
2.740000,0.73513997,1.83857135,0.40740009,-0.99964513,-0.24536605,0.40401989,0.52543085
2.745000,0.73545074,1.83886031,0.40757499,-0.99966613,-0.24546149,0.40397687,0.52566001
2.750000,0.73575053,1.83913905,0.40774349,-0.99968629,-0.24555369,0.40393535,0.52588156
2.755000,0.73603948,1.83940773,0.40790567,-0.99970563,-0.24564269,0.40389532,0.52609561
2.760000,0.73631775,1.83966650,0.40806162,-0.99972417,-0.24572854,0.40385675,0.52630226
2.765000,0.73658548,1.83991552,0.40821142,-0.99974192,-0.24581127,0.40381963,0.52650160
2.770000,0.73684283,1.84015494,0.40835517,-0.99975891,-0.24589094,0.40378395,0.52669375
2.775000,0.73708995,1.84038492,0.40849295,-0.99977517,-0.24596757,0.40374968,0.52687881
2.780000,0.73732700,1.84060562,0.40862485,-0.99979069,-0.24604123,0.40371680,0.52705688
2.785000,0.73755414,1.84081720,0.40875097,-0.99980552,-0.24611195,0.40368530,0.52722809
2.790000,0.73777154,1.84101983,0.40887140,-0.99981965,-0.24617978,0.40365514,0.52739255
2.795000,0.73797936,1.84121367,0.40898624,-0.99983312,-0.24624478,0.40362632,0.52755036
2.800000,0.73817778,1.84139888,0.40909559,-0.99984594,-0.24630699,0.40359881,0.52770165
2.805000,0.73836696,1.84157564,0.40919955,-0.99985812,-0.24636646,0.40357258,0.52784653
2.810000,0.73854708,1.84174412,0.40929822,-0.99986969,-0.24642323,0.40354762,0.52798514
2.815000,0.73871833,1.84190449,0.40939170,-0.99988066,-0.24647738,0.40352390,0.52811758
2.820000,0.73888087,1.84205691,0.40948010,-0.99989105,-0.24652894,0.40350140,0.52824398
2.825000,0.73903490,1.84220158,0.40956353,-0.99990087,-0.24657797,0.40348009,0.52836448
2.830000,0.73918061,1.84233866,0.40964209,-0.99991014,-0.24662453,0.40345995,0.52847920
